"id_operation","lib_transaction","credit","debit","id_categorie","lib_categorie","id_sous_categorie","lib_sous_categorie"
700,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03679-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910136203/03679/D.EMISSION:2019-0",,-7939.200000,26,"AUTRES CHARGES PERSONNEL",79,"Titres restaurants"
701,"VIR SOPRA STERIA GROUP 010PAD332975 CN-00016.-INV-1293",12000.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
702,"VIR RDG 2018",,-5000.000000,82,"RESSOURCE DE DÉVELOPPEMENT GROUPE",226,"RDG"
703,"VIR STA PORTAGE 201901",,-10332.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
704,"ADBI 190105 AC CONSEIL",9504.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
705,"VOTRE REMISE VIREMENT DU 300419 VIREMENTS SALAIRES",,-121975.890000,23,"REMUNERATIONS PERSONNEL",,""
706,"VIR EMERICK DUVAL 2019-801",,-5500.000000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
707,"PRLV SEPA URSSAF ILE-DE-FRANCE BQE111719105072007RCUR000043909 UR 117000001549472650 MARS19788617793000160419",,-64000.000000,22,"CHARGES SOCIALES PERSONN",55,"Cotisations Urssaf"
708,"VIR ADAMI 1904168556",11994.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
709,"PRLV SEPA TOTAL MS I0000001880764-010032535196702019 /INV/F9B02464/0087263392 //20190417-SAGR3",,-238.200000,3,"MATIERES ET FOURNITURES",6,"Carburant"
710,"VOTRE REMISE VIREMENT DU 290319 VIREMENTS SALAIRES",,-114847.010000,23,"REMUNERATIONS PERSONNEL",,""
711,"REM CHQ REF10290R07",80040.000000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
712,"PRLV SEPA MAAF ASSURANCES SA NUM 192367366 /REF 201907842083 COTISATION ASSURANCE 192367366",,-455.680000,11,"ASSURANCES",25,"Assurance multirisque"
713,"PRLV SEPA SPB DEB-SPB-876-20190326-000029129278 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,11,"ASSURANCES",27,"Assurance mobiles "
714,"VIR COCKTAIL COCKTAIL",,-3609.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
715,"REM CHQ REF10290A04",13171.200000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
716,"FAC.CIC SGT19005200291830 DONT TVA 46,80EUR",,-361.480000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
717,"VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 31/03/2019-0014",11760.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
718,"VIR AUSY FC190091 ADBI PR 02/19",5292.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
719,"VIR DS RECRUTEMENT 03/19 WB",,-2340.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
720,"VIR ASCENCIA",,-882.000000,20,"IMPOTS REMUN AUTRES ORG",49,"Formation continue"
721,"VIR BTP INNOVATION",,-2160.000000,8,"ENTRETIEN BIENS IMMOBIL",21,"Entretien de biens immobiliers"
722,"VIR SAS KARMA PARTNERS 0219 F0219 NO FC19006718 J A 480 : 8640 HT 10368 TTC",10368.000000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
723,"VIR S.A.R.L. SOLUTION BI FRA ADBI FC190075",13680.000000,,35,"VENTES PRESTATIONS SERV",96,"Prestations services S.T."
724,"ADBI PRESTATIONS VK90932GLU0NXP01",11520.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
725,"CHEQUE 2164717",,-333.000000,20,"IMPOTS REMUN AUTRES ORG",48,"Adesatt"
726,"VIR CONFORAMA FRANCE CONFORAMA FRANCE SA/2019-04-29/6062 6062751",10179.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
727,"VIR UTBM FCT 2018",,-12000.000000,20,"IMPOTS REMUN AUTRES ORG",49,"Formation continue"
728,"VIR HAS SOLUTION REG TVA 10/18",,-2070.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
729,"PRLV SEPA DAUCHEZ ADB GERANCE 10",,-8750.100000,5,"LOCATIONS IMMOBILIERES",15,"Locations immobilières Paris"
730,"VIR AMETIX AMETIX FC190006 ADBI 01/19",11340.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
731,"VIR AMETIX AMETIX FC190005 ADBI 01/19",9840.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
732,"PRLV SEPA ENGIE 830006173171 Z 300001929622-930000990572",,-120.600000,3,"MATIERES ET FOURNITURES",4,"Electricité "
733,"PRLV SEPA FREE TELECOM FHD 864075994 FREE HAUTDEBIT 864075994",,-41.030000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
734,"VIR AMETIX AMETIX FC190050 ADBI 02/19",9348.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
735,"PRLV SEPA CUBE CUBE FT12610-1 FACTURE FT12610 - PERIODE 201903",,-282.840000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
736,"PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 310319 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-494.680000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
737,"VIR MONOPRIX 0700067836 /INV/INV-1243 31.10.2018/INV/FC190028 31.1.2019",29754.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
738,"PRLV SEPA CREDIPAR 101G8837265 101G8837265 32 050419 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-341.640000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
739,"VIR LAFOURCHETTE SAS 375543220 FC190095",13338.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
740,"VIR CDISCOUNT 0002137970 /INV/FC190057 28.2.2019/INV/FC190059 28.2.2019/INV/FC190058 28.2.2019",26160.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
741,"VIR CAMILLE DAMPIERRE",,-350.000000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
742,"VIR HAS SOLUTION 19.02",,-12000.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
743,"VIR AMETIX AMETIX FC190051 ADBI 02/19",10800.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
744,"PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 300419 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-494.680000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
745,"VIR LEXICO FACTURE 190071 DU 28/02",9804.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
746,"VIR VERALLIA PACKAGING 0018001381 /INV/FC190081 28.2.2019",12720.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
747,"RELEVE CARTE 22124388",,-4131.690000,,"",,""
748,"REM CHQ REF10290R07",2006.400000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
749,"VIR CARREFOUR BANQUE 2000001994 /INV/FC190111 31.3.2019",9900.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
750,"VIR FNAC PRO",,-24964.560000,,"",,""
751,"VIR KEYRUS FV00005735 INV-1324",9840.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
752,"VIR KORBEN 0121000384 /INV/ FC190122/INV/ FC190127",24000.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
753,"VIR HAS SOLUTION 19.01",,-13200.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
754,"VIR SOFT COMPUTING SOFT COMP 88",12672.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
755,"VIR MICROPOLE FRANCE 1904096068",30888.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
756,"PRLV SEPA BOUYGUES TELECOM PAGP0100K2JZST BOUYGUES TELECOM",,-429.080000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
757,"PRLV SEPA BOUYGUES TELECOM PAGP0100K23I3I BOUYGUES TELECOM",,-26.040000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
758,"PRLV SEPA SEFIA SEF/T005273743/76067186 F190130518",,-543.040000,6,"LOCATIONS MOBILIERES",18,"Locations Hyundai Tucson"
759,"VIR EI TECHNOLOGIES FCE 30066-12-19105035199980",8700.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
760,"VIR COM CAUTIONS 01/04 DECOMPTE AVALS ET CAUTIONS ARRE",,-25.290000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
761,"VIR S.A.R.L. SOLUTION BI FRA ADBI FC190031",11520.000000,,35,"VENTES PRESTATIONS SERV",96,"Prestations services S.T."
762,"VIR TUTORNET FC 190137-TUTORNET FC 190137- ADBI FORMATION TALEND ESB",1032.000000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
763,"VIR ASCENCIA",,-504.000000,20,"IMPOTS REMUN AUTRES ORG",49,"Formation continue"
764,"PRLV SEPA MACIF IDF PRODUCTION- I0000241086826016321895049 -PRELEV 0210042019 01632189501",,-1115.080000,11,"ASSURANCES",26,"Assurance véhicule"
765,"ECH PRET CAP+IN 10934 201056 04 TAUX= 1,70000 INT= 358,17",,-12987.810000,30,"CHARGES D'INTERETS",87,"Intérêts emprunt 450 K€ "
766,"VIR CONFORAMA FRANCE CONFORAMA FRANCE SA/2019-04-10/6061 6061990",11223.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
767,"PRLV SEPA SPB DEB-SPB-876-20190326-000029098785 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-13.990000,11,"ASSURANCES",27,"Assurance mobiles "
768," REST.BALABAN BAGNOLET",,-23.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
769," AMAZON PAYMENTS PAYLI2441535",,-69.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
770," SARL LUANGPRA PARIS",,-33.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
771," AMAZON PAYMENTS PAYLI2441535",,-335.960000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
772," NESSIDA ROISSY EN FR",,-107.600000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
773," LINKEDINFR 75 PARIS",,-29.740000,19,"AUTRES SERVICES DIVERS",46,"Frais de recrutement"
774," AMAZON PAYMENTS PAYLI2441535",,-248.870000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
775," AMAZON PAYMENTS PAYLI2441535",,-159.980000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
776," AMAZON PAYMENTS PAYLI2441535",,-304.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
777," AMAZON PAYMENTS PAYLI2441535",,-155.980000,,"",,""
778," PAUSE PASTA COURBEVOIE",,-24.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
779," AIGLE AZURTRANS PARAY VIEILL",,-430.160000,23,"REMUNERATIONS PERSONNEL",72,"Indemnités de transport"
780," GOOGLE GOOGLE S 75 PARIS",,-1.990000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
781," AMAZON PAYMENTS PAYLI2441535",,-75.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
782," OVH ROUBAIX",,-5.520000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
783," AIGLE AZURTRANS PARAY VIEILL",,-506.420000,23,"REMUNERATIONS PERSONNEL",72,"Indemnités de transport"
784," AMAZON PAYMENTS PAYLI2441535",,-19.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
785," LE PHOENICIEN PARIS",,-38.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
786," LE PALINURO PARIS",,-50.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
787," AMAZON PAYMENTS PAYLI2441535",,-127.500000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
788," OVH ROUBAIX",,-68.360000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
789," AMAZON EU SARL PAYLI2090401",,-473.900000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
790," OVH ROUBAIX",,-54.100000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
791," AMAZON PAYMENTS PAYLI2441535",,-52.910000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
792," AMAZON PAYMENTS PAYLI2441535",,-309.950000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
793," AMAZON PAYMENTS PAYLI2441535",,-69.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
794," AMAZON PAYMENTS PAYLI2441535",,-57.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
795," AMAZON PAYMENTS PAYLI2441535",,-52.910000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
796," AMAZON PAYMENTS PAYLI2441535",,-7.830000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
797," AMAZON PAYMENTS PAYLI2441535",,-16.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
798," AMAZON PAYMENTS PAYLI2441535",,-57.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
799," AMAZON PAYMENTS PAYLI2441535",,-702.890000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
800," AMAZON PAYMENTS PAYLI2441535",,-159.980000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
801," SIBEL PARIS 10",,-56.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
802," PIZZA DES ARCAD NOISY LE GRA",,-34.200000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
803," AMAZON EU SARL PAYLI2090401",,-29.900000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
804," AMAZON PAYMENTS PAYLI2441535",,-155.980000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
805," DEL ARTE PARIS",,-45.300000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
806," AMAZON PAYMENTS PAYLI2441535",,-153.980000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
807," LES DELICES DE PARIS9",,-15.700000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
808," DESSERTS REGAL PARIS",,-23.350000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
809," FRANPRIX PARIS",,-23.910000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
810," COPY TOP PARIS 0006",,-12.040000,3,"MATIERES ET FOURNITURES",7,"Fournitures de bureau "
811," NESPRESSO OPERA PARIS",,-310.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
812," CARREFOUR TPE MONTIGNY LE",,-179.900000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
813," AU PETIT RICHE PARIS",,-78.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
814," URBAN SOCCER PUTEAUX",,-130.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
815," DESSERTS REGAL PARIS",,-24.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
816," LES DELICES DE PARIS 9",,-12.400000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
817," FRANPRIX PARIS",,-13.080000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
818," OUERD PARIS",,-43.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
819," OFFICE DEPOT PARIS",,-137.030000,3,"MATIERES ET FOURNITURES",7,"Fournitures de bureau "
820," LE F COPPEE PARIS 6",,-13.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
821," CAPWEST SAINT MALO",,-503.230000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
822," APPLE STORE R17 PARIS",,-10.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
823," GL HAUSSMANN PARIS2500268",,-47.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
824," HISTOIRE D'OR10 PARIS",,-29.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
825," FRANPRIX PARIS",,-8.720000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
826,"AMAZON EU SARL PAYLI2090401/",,-319.950000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
827,"AMAZON EU SARL PAYLI2090401/",,-28.870000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
828,"AMAZON PAYMENTS PAYLI2441535/",,-83.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
829,"ELGI PSC PARIS",,-27.900000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
830,"AMAZON EU SARL PAYLI2090401/",,-7.900000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
831,"AMAZON EU SARL PAYLI2090401/",,-77.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
832,"LEROY MERLIN S PSC CHELLES CEDEX",,-26.230000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
833,"AMAZON EU SARL PAYLI2090401/",,-419.950000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
834,"BIOSME CHARENTON LE P",,-110.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
835,"DEL ARTE PARIS",,-48.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
836,"FREBE AUTO PARIS",,-69.000000,9,"ENTRETIEN BIENS MOBIL",22,"Entretien de véhicule"
837,"AMAZON PAYMENTS PAYLI2441535/",,-127.500000,,"",,""
838,"AMAZON PAYMENTS PAYLI2441535/",,-107.020000,,"",,""
839,"LA CRIEE PARIS",,-90.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
840,"AMAZON PAYMENTS PAYLI2441535/",,-335.960000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
841,"LA TERRASSE DU 7 PARIS",,-10.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
842,"PLUME PARIS",,-40.600000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
843,"AMAZON PAYMENTS PAYLI2441535/",,-738.000000,,"",,""
844,"BOUYGTEL VAD ISSY LES MOULI",,-5.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
845,"AMAZON PAYMENTS PAYLI2441535/",,-6.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
846,"GOOGLE Google St PARIS",,-1.990000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
847,"AMAZON PAYMENTS PAYLI2441535/",,-179.730000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
848,"AMAZON PAYMENTS PAYLI2441535/",,-11.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
849,"BISTRO ROSSINI PARIS",,-71.700000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
850,"WOK GRILL FONTENAY AUX R",,-79.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
851,"LinkedInFR PARIS",,-29.740000,19,"AUTRES SERVICES DIVERS",46,"Frais de recrutement"
852,"RESTAURANT DE LA PARIS",,-51.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
853,"OVH ROUBAIX",,-68.360000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
854,"LE GOU THE PARIS",,-68.900000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
855,"AMAZON EU SARL PAYLI2090401/",,-4.260000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
856,"AMAZON PAYMENTS PAYLI2441535/",,-251.970000,,"",,""
857,"PIZZA DEL ARTE COURCOURONNES",,-40.140000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
858,"AMAZON PAYMENTS PAYLI2441535/",,-244.950000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
859,"AMAZON PAYMENTS PAYLI2441535/",,-77.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
860,"AMAZON PAYMENTS PAYLI2441535/",,-12.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
861,"CARREFOUR CHAMPS CHAMPS SUR MAR",,-24.990000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
862,"AMAZON PAYMENTS PAYLI2441535/",,-11.200000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
863,"FLUNCH PSC AULNAY S/BOIS",,-16.300000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
864,"AMAZON PAYMENTS PAYLI2441535/",,-83.990000,,"",,""
865,"AMAZON PAYMENTS PAYLI2441535/",,-1098.000000,,"",,""
866,"DEL ARTE PARIS",,-70.300000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
867,"AUX FOURREURS PARIS",,-42.600000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
868,"CHEZ PIERENZO PARIS 8",,-49.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
869,"Action 4207 PSC Montigny-le-B",,-16.530000,3,"MATIERES ET FOURNITURES",7,"Fournitures de bureau "
870,"OUERD PARIS",,-43.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
871,"NESPRESSO FRANC PARIS",,-140.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
872,"DEL ARTE PARIS",,-35.200000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
873,"VOUSSERT SAS. HOUDAN",,-173.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
874,"URBAN SOCCER PUTEAUX",,-130.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
875,"UBER *TRIP 592-8996",,-14.040000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
876,"CARREFOUR PSC PARIS",,-13.020000,3,"MATIERES ET FOURNITURES",7,"Fournitures de bureau "
877,"PARADIS DU FRUIT PARIS",,-55.800000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
878,"LA ROSE DE TUNIS PARIS9",,-33.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
879,"SEPHORA 063 PARIS",,-120.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
880,"CHAUCHAT DROUOT PARIS",,-9.500000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
881,"NESPRESSO FRANC PARIS",,-290.480000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
882,"FORF P.STAT WEB RENNES",,-30.000000,31,"CHARGES EXCEPT GESTION",89,"Pénalités fiscales et sociales"
883,"LES DELICES DE L PARIS 9",,-45.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
884,"CAPWEST SAINT MALO",,-503.230000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
885,"SNCF MONTIGNY LE BR",,-45.600000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
886,"SNCF MONTIGNY LE BR",,-45.600000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
887,"SESAME PASSION VELIZY VILLACO",,-40.400000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
888,"LA POSTE L757080 PARIS HAUSSMA",,-21.000000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
889,"LE PALINURO PARIS",,-29.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
890,"HIPPO OPERA PARIS",,-49.800000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
891,"FRANPRIX PSC PARIS",,-4.420000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
892,"LA POSTE L757080 PARIS HAUSSMA",,-33.300000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
893,"SNCF INTERNET PARIS 9",,-62.000000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
894,"PRELEVEMENT EUROPEEN 1507918411 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    DEC 187886 1,78E+13",,-2095.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
895,"VIR RECU    0880136840S DE: MALTEM MOTIF: VIRT FACT BNP-2018-11 REF: SAU",25336.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
896,"CARTE X5952 25/01 DEL ARTE",,-28.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
897,"VIR RECU    1780504551S DE: CEGEFOS MOTIF: HAMROUNE   FC01   10012019 REF: VU90162HFFTADH01",4800.000000,,75,"VENTES PRESTATIONS SERV",204,"Prestations services formation"
898,"CARTE X5952 05/01 FNAC",,-1349.990000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
899,"CARTE X5952 03/01 GOOGLE *CLOUD_0130AA-6 202,13 EUR IRLANDE COMMERCE ELECTRONIQUE",,-202.130000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
900,"CIONS TENUE DE COMPTE AU 31/12/18 : -CION MOUVEMENT EUR       42,29 AU DELA DU SEUIL JAZZ PRO",,-42.290000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
901,"CARTE X5952 16/01 BASILIC VILLETT",,-74.000000,,"",,""
902,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    21,70 EUR MONTANT HT  :     7,82 EUR TVA A 20,00%:     1,56 EUR",,-31.080000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
903,"CARTE X5952 29/01 INFOGREFFE CB COMMERCE ELECTRONIQUE",,-3.530000,,"",,""
904,"000001 VIR EUROPEEN EMIS   NET POUR: M. ZAHIR HAMROUNE REF: 9902867015330 REMISE: loyer MOTIF: loyer",,-4800.000000,,"",,""
905,"CARTE X5952 29/01 INFOGREFFE CB COMMERCE ELECTRONIQUE",,-10.560000,,"",,""
906,"000001 VIR EUROPEEN EMIS MOTIF: salaire janvier 2019",,-6618.540000,62,"REMUNERATIONS PERSONNEL",178," Salaires bruts"
907,"QUIETIS PRO REDUC JAZZPRO-25% RENOUV. DU 01/01/19 AU 31/12/19 MONTANT NT  :    42,75 EUR",,-42.750000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
908,"PRLV EUROPEEN ACC    3610731491 DE: SOGECAP ID: FR04ZZZ110906 MOTIF: 004687681127    19100013715    GENE CLE  AD000000/00468/7681127",,-145.310000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
909,"CARTE X5952 06/02 CONFORAMA MP COMMERCE ELECTRONIQUE",,-807.800000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
910,"CARTE X5952 13/02 MOBILIERDESIGN  4704976 COMMERCE ELECTRONIQUE",,-263.600000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
911,"CARTE X5952 31/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-164.900000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
912,"VIR RECU    3880218858S DE: MALTEM MOTIF: VIRT FACT BNP-2018-12 REF: SAU",17553.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
